,rewards
629,-148.18000000000004
630,-146.42000000000002
631,-143.22
632,-143.67000000000002
633,-145.61
634,-149.52
635,-146.07999999999998
636,-139.43
637,-147.52999999999997
638,-147.29
639,-149.79
640,-141.36
641,-149.89999999999998
642,-147.45
643,-148.64000000000001
644,-143.0
645,-149.0
646,-148.38
647,-148.1
648,-139.01
649,-133.24
650,-148.09
651,-149.63
652,-149.54
653,-149.73000000000002
654,-142.54000000000002
655,-146.07
656,-147.11999999999998
657,-144.57999999999998
658,-148.07
659,-150.0
660,-144.75
661,-146.61
662,-146.43
663,-149.61
664,-149.85999999999999
665,-148.41
666,-149.29999999999995
667,-141.59
668,-142.55
669,-147.68
670,-148.56
671,-146.65999999999997
672,-144.59
673,-138.88
674,-139.57999999999998
675,-148.92
676,-144.07
677,-147.42000000000004
678,-149.82999999999998
679,-148.2
680,-144.92999999999998
681,-147.57
682,-149.17
683,-145.68
684,-149.0
685,-149.45
686,-148.23000000000002
687,-149.4
688,-149.39
689,-142.57
690,-143.26
691,-146.04999999999998
692,-149.82999999999998
693,-148.37
694,-149.86
695,-148.14
696,-143.28999999999996
697,-149.87
698,-146.87
699,-144.14
700,-144.09999999999997
701,-139.13
702,-148.32
703,-134.87999999999997
704,-149.67000000000002
705,-148.14
706,-141.14999999999998
707,-149.92000000000002
708,-148.79000000000002
709,-149.61
710,-149.62
711,-145.88
712,-145.7
713,-148.44
714,-149.59000000000003
715,-141.91
716,-143.0
717,-149.84999999999997
718,-149.07
719,-147.2
720,-143.09
721,-149.82999999999998
722,-147.9
723,-146.09
724,-142.99
725,-146.8
726,-149.89
727,-144.37999999999997
728,-149.78
729,-140.95999999999998
730,-149.84
731,-149.92000000000002
732,-149.76999999999998
733,-148.55
734,-149.44
735,-148.88
736,-149.47999999999996
737,-143.37999999999997
738,-143.44
739,-144.01999999999998
740,-143.23999999999998
741,-140.41999999999996
742,-144.67000000000002
743,-145.91000000000003
744,-147.26999999999998
745,-148.20000000000002
746,-148.24
747,-149.30999999999997
748,-145.75
749,-149.57
750,-133.18
751,-147.38
752,-148.94
753,-149.66
754,-147.55
755,-143.98000000000002
756,-148.33999999999997
757,-149.74
758,-150.0
759,-145.77999999999997
760,-143.51
761,-144.82
762,-143.27999999999997
763,-149.34
764,-142.86
765,-148.95999999999998
766,-137.33
767,-142.65999999999997
768,-150.0
769,-144.31
770,-147.52
771,-149.27
772,-141.66
773,-147.90999999999997
774,-146.28
775,-149.9
776,-148.61
777,-146.73
778,-148.02
779,-149.73
780,-145.72
781,-148.68
782,-143.42000000000002
783,-141.79000000000002
784,-147.98
785,-142.93999999999997
786,-145.40999999999997
787,-148.45
788,-149.67000000000002
789,-146.5
790,-147.75
791,-142.64999999999998
792,-149.09
793,-148.76
794,-148.04
795,-145.25
796,-146.67
797,-145.99
798,-149.68
799,-147.11
800,-140.64
801,-149.66
802,-147.04
803,-143.17
804,-141.1
805,-147.22000000000003
806,-149.05999999999997
807,-103.74
808,-147.32999999999998
809,-146.01999999999998
810,-141.69
811,-137.37
812,-150.0
813,-148.20999999999998
814,-148.89
815,-149.18
816,-148.92
817,-149.79
818,-147.42000000000002
819,-116.08
820,-149.66
821,-143.62
822,-149.93
823,-148.76
824,-146.32999999999998
825,-149.71
826,-147.06
827,-146.97
828,-149.63
829,-140.5
830,-149.02
831,-143.06
832,-148.54
833,-144.83999999999997
834,-148.66
835,-148.64999999999998
836,-147.25000000000003
837,-147.40999999999997
838,-149.49
839,-148.52
840,-144.39999999999998
841,-141.61999999999998
842,-145.73
843,-144.81
844,-149.89000000000001
845,-149.27999999999997
846,-141.48
847,-141.7
848,-145.26999999999998
849,-146.95999999999998
850,-146.67000000000002
851,-149.99
852,-141.41000000000003
853,-148.97999999999996
854,-148.47
855,-136.43
856,-141.49
857,-142.26999999999998
858,-144.61
859,-139.64999999999998
860,-148.69
861,-148.26
862,-143.19
863,-149.34
864,-141.92
865,-149.88
866,-149.48
867,-143.15
868,-136.14
869,-146.8
870,-139.64999999999998
871,-149.67000000000002
872,-144.9
873,-146.93
874,-149.44
875,-147.61
876,-141.49
877,-149.36
878,-149.26999999999998
879,-148.78
880,-146.88
881,-149.06
882,-149.45
883,-140.13
884,-149.92000000000002
885,-149.91
886,-149.64999999999998
887,-145.69
888,-143.44
889,-139.91
890,-134.05
891,-147.71
892,-150.0
893,-149.49999999999997
894,-148.87
895,-148.38
896,-144.81
897,-149.71
898,-149.51
899,-148.51999999999998
900,-149.32
901,-148.84000000000006
902,-147.3
903,-149.34
904,-146.4
905,-146.82
906,-149.54000000000002
907,-139.99
908,-142.46
909,-145.39
910,-141.65
911,-138.88
912,-146.20999999999998
913,-149.7
914,-145.24
